Item,Price
"Replacement Battery For X6, DZ09, A1, GT08, Q18, Smart Watch","₦ 2,000"
Samsung Replacement Battery For Samsung Galaxy A70,"₦ 4,290"
XIAOMI Replacement Battery For Redmi Note 8,"₦ 6,999"
XIAOMI Replacement Phone Battery For Xiaomi Redmi 8 Redmi 8A Redmi8,"₦ 7,500"
Samsung Replacement Battery For Samsung Galaxy A10s,"₦ 4,700"
Tecno F1&F2 (BL-20JT) Original Mich Battery,"₦ 2,800"
Samsung Galaxy Tab A 8.0 2019 (SM-T290 SM-T295) REPLACEMENT Battery,"₦ 12,000"
3000mAh Replacement Battery For Samsung Galaxy S7,"₦ 5,000"
itel BL-5C 1000mAh Long Lasting Replacement Battery,"₦ 2,000"
Tecno Pop1&Pop2 (BL-24ET) Original Mich Battery,"₦ 2,999"
"Motorola Gk40 Battery For Moto E4, G5 And G4 Play","₦ 4,900"
XIAOMI BN4A Battery For Redmi Note 7.,"₦ 5,000"
Replacement Battery For Samsung Galaxy A10s,"₦ 6,850"
Samsung 3000mAh Replacement Battery For Samsung Galaxy Note 5,"₦ 5,000"
itel 25000mAh BL-25BI Long Lasting Li-ion Rechargeable Battery,"₦ 3,750"
Samsung 4000mAh Replacement Battery For Samsung Galaxy Note 8,"₦ 4,900"
Battery For Apple IPhone 6S Plus,"₦ 5,000"
Battery Replacement For Tecno Pouvoir 4 PRO,"₦ 4,599"
BN59 Battery For Redmi Note 10 Pro,"₦ 8,500"
XIAOMI REDMI 7 REPLACEMENT BATTERY MACKIN TOUCH QUALITY,"₦ 6,600"
Samsung Replacement Battery For Samsung Galaxy A30s /a50s,"₦ 4,600"
"Huawei BATTERY FOR HUAWEI Y7,Y7 PLUS, Y9 2019, Y9 PLUS, Y8 PLUS, MATE 9","₦ 5,400"
XIAOMI Replacement Battery For Redmi Note 8 Pro,"₦ 6,590"
Infinix Replacement Battery For INFINIX Hot 8 MACKIN TOUCH QUALITY,"₦ 4,999"
XIAOMI 4000mAh Replacement Battery BN43 For Xiaomi Redmi Note 4X,"₦ 5,000"
Samsung GALAXY S6 Edge Replacement Battery,"₦ 4,900"
"Huawei Battery For Pocket Mobile Wifis,Mifis,and Routers","₦ 3,800"
Samsung ORIGINAL BATTERY FOR SAMSUNG A51/A50/ A70/A71/A01,"₦ 4,200 - ₦ 4,900"
Motorola Moto G6 Battery (HG30),"₦ 4,500"
Samsung Galaxy S5 Standard Battery Mackin Touch Quality,"₦ 3,300"
Samsung Galaxy J7 Original Replacement Battery,"₦ 5,000"
Tecno Pouvoir 3 Plus Quality Battery Replacement,"₦ 5,999"
Samsung Battery For Samsung Galaxy S5 Mini,"₦ 5,999"
Samsung Original Replacement  Battery For Samsung Galaxy A11 4000mAh,"₦ 6,500"
"Iphone 6,6S,6SPLUS,7,7PLUS,8,8 PLUS Long Lasting Battery","₦ 5,000 - ₦ 8,000"
4000mAh Replacement Battery For Samsung Galaxy Note 8,"₦ 4,800"
IPhone 8 Plus High Quality Battery,"₦ 9,950"
Tecno Pouvoir 3 Quality Battery Replacement,"₦ 6,500"
