Item,Price
Qkz AK6 Universal 3.5mm HiFi BASS Wired Headphones Earbuds & Mic,"₦ 3,899"
itel IEP-21 Excellent Sound With Mic Wired Earphone,"₦ 4,500"
itel Excellent Sound Wired Earpiece With Microphone,"₦ 2,150"
Gaming Headphone With Mic For Mobile Phone PS4  Xbox,"₦ 3,999"
"ORIGINAL IPhone 7,8 And IPhone X / 12pro Max  Earpiece Direct","₦ 12,000"
In-ear Turbo Subwoofer Microphone Remote Control Headset[B],₦ 600
itel IEP-24 Deepest Bass Wired Earphone,"₦ 1,990"
itel Deepest Bass In-Ear Wired Earphone,"₦ 2,250"
G11 TWS Wireless Earphones Stereo Earbuds Bluetooth5.0 White,"₦ 5,980"
IPhone Earpiece 7/8/X/XS/XR,"₦ 3,890"
Qkz AK6 Universal 3.5mm HiFi Sport Headphones In Ear Earphone,"₦ 3,170"
"IPhone 7,8 And IPhone X / 12pro Max  Earpiece Direct","₦ 9,500"
itel Excellent Sound Wired Earpiece,"₦ 1,950"
Tecno 3.5MM Plug Headphone Earpiece,"₦ 2,500"
Samsung MG-S20 LED BUDS Wireless Bluetooth Earbuds Earphones Headset,"₦ 10,800"
Oraimo Earpiece,"₦ 3,500"
WIRED EARPIECE FOR ALL PHONE,"₦ 5,500"
Quality Ear Piece For All Smart Android Phone,"₦ 3,300"
Qkz AK6 Universal 3.5mm HiFi Sport Headphones In Ear,"₦ 5,710"
Noise Cancelation Earpiece,"₦ 1,999"
Best Quality Ear Piece For All Smart Phone,"₦ 2,500"
Noise Cancelation Zipper Earpiece,"₦ 2,399"
VILLAON Superior Bass In Ear Headphones- Black,"₦ 2,999"
N1 PRO 3.5mm Wired Over Ear Gaming Headset,"₦ 22,880"
Redmi Earphone Gold Design Wired Earphone,"₦ 1,900"
Wireless Stereo Earphone H3S Portable Sports Wireless Earphone,"₦ 10,000"
itel Earphone With Superb Sound And Stunning Clarity (E12),"₦ 2,900"
Planet Buddies - Wired Headphones,"₦ 5,999"
PSH-100 Gaming Headset With Mi Rophone Wired Earphones 7.1 Surround Sound-black-235*185*105mm,"₦ 13,490"
"ORIGINAL IPhone 7,8 And IPhone X / 12pro Max, 13 , 13promax  Earpiece Direct","₦ 15,000"
"Earphone Generic Iphone 5, 6, 6s / Android Direct Headset Earpiece","₦ 3,500"
Samsung Type C Earphone,"₦ 4,999"
Earphone Generic Iphone X 8 7 11 And 12 Direct Earpiece,"₦ 7,000"
Type C Stereo Earphone,"₦ 4,500"
Pioneer HDJ-1000 Pro Stereo Headphones,"₦ 13,600"
Redmi Earphone Stereo Gold Design Wired Earphone,"₦ 2,000"
