Item,Price
4 Inches Ice Bonker Pipe,"₦ 8,999"
Tobacco Smoking Pipe -Bakelite Wooden,"₦ 4,200"
2 In 1 Smoking Pipe With Metal Grinder Weed Crusher,"₦ 4,500"
Tobacco Smoking Pipe -Wooden,"₦ 4,495"
Big Size Weed  Tobbaco Grinder +Smoking Pipe,"₦ 9,995"
Tobacco Smoking Pipe - Large Capacity Wooden,"₦ 5,955"
Durable Wooden Wood Smoking Pipe Tobacco -Large Size,"₦ 5,995"
Smoking Tobacco Pipe,"₦ 4,200"
7 Skull Inches Ice Bunker Glass Smoking Pipe,"₦ 10,999"
Magnetic Metal Herb Weed Grinder +Smoking Pipe,"₦ 9,995"
Long Lasting Wooden Carved Cigar  Tobacco Pipe-Big Size,"₦ 5,895"
Smoking Tobacco Pipe- Smoking Tobacco Pipe,"₦ 4,200"
Magnetic Metal Herb Weed Grinder Tobacco Crusher-Big Size,"₦ 5,995"
Portable Tobacco Pipe Grinder Herb Wood Pipe Resin Pipe,"₦ 4,095"
Wooden Tobacco Smoking Pipe,"₦ 5,120"
Big Size Herb Weed  Tobbaco Grinder 4 Part  Crusher,"₦ 5,995"
Isk Gvape Portable Dry Herb Vaporizer,"₦ 54,470"
Tobacco Grinder & Tobacco Smoking Pipe,"₦ 8,995"
Evod Dry Herb / Wax Rechargeable E-cigarette - RED,"₦ 9,000"
Resin Smoking Tobacco Pipe,"₦ 4,495"
Large Reusable Womens Foldable Ladies Shopping Hand Tote Small Spots,"₦ 2,165"
Isk Pipevape Portable Dry Herb Vaporizer For Tobacco,"₦ 53,560"
