Item,Price
2PCS Quality Tummy Control Girdle Pants,"₦ 6,499"
Women Bu*tt Lifter Shaper Tummy Panties Black,"₦ 3,000"
Ladies Bum Bum Padded Bu*tt Lifter Enhancement Shorts (black),"₦ 8,000"
"Butt Lifter Tummy Contol, Body Shaper Waist Trainer","₦ 8,000"
3 In1 Post Partum  Belly  Belt Body Shapewear,"₦ 8,999"
4 In 1 Sexy Ladies Bum Shorts,"₦ 9,000"
Ladies Tummy Slimming Tight/High Waist Shapewear,"₦ 4,999"
2 In 1 Quality Tummy Control Girdle Pants,"₦ 6,499"
Women Butt Lifter Shaper Tummy Panties Black,"₦ 3,911"
Girdle Shaper Women's Zipper Waist Trimmer,"₦ 3,999"
Body Shaper Waist Trainer Corset Weight Loss Fat Burner,"₦ 2,199 - ₦ 2,999"
Munafie High Waist  Tummy  Control  Panties (3PCS),"₦ 3,999"
Women's Waist Shapewear Sauna Sweat Panties - Black Blue,"₦ 6,990"
Ladies Sexy Panties Set Of 6pcs.,"₦ 4,999"
Silicon Permanent Butt Enhancer Perfect Bumbum Black,"₦ 7,500"
Women Butt Lifter Shape Wear Panty High Waist Padded Hip Enhancer Shaper Panty,"₦ 16,000"
Double Compression Women Waist Trainer/slimming Belt,"₦ 9,000"
Pant Tummy Girdle,"₦ 6,500"
"Tummy Body Shaper Shapewear, Fat Burning Fitness, Belly Control Belt","₦ 10,000"
Unisex Hot Power Belt Waist Trainer Hot Shapers-Blue,"₦ 3,999"
Hip Padded Removable Tummy Control Hip Enhancer Tight ( Black),"₦ 13,000"
Slimming Waist Trainers Flowered Corset Shapewear + V-string Pant,"₦ 5,800"
"Tummy Waist Trainer Cincher, Body Shaper, Fat Burning Fitness, Belly Control Belt","₦ 10,000"
Ladies Bum Bum Padded Bu*tt Lifter Enhancement Shorts (biege),"₦ 8,000"
Women High Waist Shape Wear/trainer/girdle- Black,"₦ 4,999"
Waist Trainer Body Shaper Tummy Slimming Underbust Corset,"₦ 7,000"
BumBum Padded Non Detachable Tight ( Black),"₦ 8,500"
2pcs Women High Waist Shape Wear/girdle- Black/Beige,"₦ 6,299"
Single Postpartum Girdle Support Post Partum Belly Belt Body Shapewear,"₦ 7,500"
Luxury Seamless Shapewear Bodysuit,"₦ 11,000"
Freya Wild Black Zebra Brief,"₦ 5,000"
Ladies High Waist Shapewear /Trainer/Girdle,"₦ 4,999"
Fashion And Beauty Products Magic High Waist Tummy Shaper-colour (Glitz) Black,"₦ 3,500"
Sauna Sweat Neoprene Double Control Belly Belt Waist Trainer,"₦ 5,999"
