Item,Price
Casio Women's pairwatch G-LIDE Gilley Dried Tymphraf Moon Data Gray Color 20 Barp Waterproof GLX-5600VH-1JFBLX-560 VH-1JF Watch,"₦ 212,800"
15 PCS  Embroidered Diamond Sexy Love Ring Vintage Necklace,"₦ 6,670"
17 In 1 Knuckle Ring Set For Ladies,"₦ 4,704"
Fashion Creative Simple Bare Round Rings 9 Pieces Ring Set,"₦ 4,586"
Unisex Fashion Creative Simple Bare Round Rings 9 Pieces Ring Set,"₦ 4,586"
Wear It And You Will Be A Lovely Pink Princess-Pink Rings,"₦ 1,600"
3Pc Lady Knuckle Ring Punk Urban Stack Midi Finger Rings,₦ 445
"Fashion Punk Style Black, Gold And Silver Set Of Rings With Multi-color 15-piece Ring Set","₦ 5,249"
Fashion 17-Piece Diamond-set Ring Set Women Bohemian Rings,"₦ 9,999"
