Item,Price
5Pcs/Set Or 7Pcs/Set Earrings Fashion Wrap Design Metal No-,"₦ 1,190"
Women Ear Clips Shiny Rhinestone Faux Opal Non-Silver,"₦ 1,477"
Sun Pearls Ladies Simple Earrings,"₦ 1,500"
One Sided Butterfly Clip On Earring,"₦ 3,000"
Crystal Diamond Stone Non Piercing  Clip On Earring,"₦ 5,000"
Iced Out Clip On Earring,"₦ 4,500"
TRENDY  LUXURY STUD ICE EARRING,"₦ 2,999"
Unique Luxury Earrings,"₦ 2,700"
5Pcs/Set Or 7Pcs/Set Earrings  Wrap Design Metal No-,₦ 619
Gold Iced Out Square Clip On Earring,"₦ 4,999"
One Sided Shimmering Butterfly Clip On Earring,"₦ 3,000"
9 Pices Copper Plated Nose Clips Fashion Jewelry,"₦ 4,000"
Fashion Simple Pearl Earring C-shaped Earrings Without Pierced Ears,"₦ 3,142"
Iced Out Clip On Earring Gold,"₦ 4,500"
Cat Head Clip On Earring,"₦ 4,500"
Gold  Non Piercing  Clip On Earring,"₦ 4,500"
Iced Out Silver Square Clip On Earring,"₦ 4,500"
Women Studs  And Big Loop Earrings,"₦ 2,500"
Iced Out Dollar Sign Clip On Earring Silver,"₦ 5,500"
18k Real Gold For Adults And Babies,"₦ 75,000"
Diamond Square Stone Clip On Earring,"₦ 5,600"
Women's Fashion Geometric C Shape Metal Ear Hooks Without Pierced Ears,"₦ 3,978"
Iced Out Gold Wheel Clip On Earring,"₦ 4,500"
Iced Out Dollar Sign Clip On Earring Gold,"₦ 5,500"
18k Real Gold Earring For Babies And Adults,"₦ 75,000"
1Pc Ear Clip Cuff Simple Dual Use Women-Rose-Golden,₦ 249
Maestro Makeover Cute White Flower Clip On Earrings,"₦ 3,399"
Women Ear Clips Shiny Rhinestone Faux Opal Non Pierced-Blue,"₦ 1,581"
Ring Copper-plated White Gold Rhinestone Ring,₦ 890
4 In 1 Shimmering Butterfly Clip On Earring,"₦ 3,000"
Fashion Classy Butterfly Wings Statement Earrings (Silver),"₦ 3,000"
