Item,Price
Women Waist Trainer,"₦ 3,200"
BBL Shorts Skims High Waisted Skims Body Shaper  Tightening The Stomach Postpartum Girdle Waist Trainer Faja Bodyshaper,"₦ 26,585 - ₦ 36,660"
Waist Trainer Belt For Women -Slimming Body Shaper Belt -Sport Girdle Belt,"₦ 4,720"
Velssut Spanxdex Shapewear For Women Faja Tummy Control  Hight Waist Body Shaper Underwear Adjustable Waist Cincher Brief,"₦ 14,763 - ₦ 20,405"
Womens Firm Tummy Control  Lifter Shapewear High Waist Trainer Body Shaper Shorts Thigh Slim Girdle  With Hook,"₦ 14,763 - ₦ 20,539"
Women Hip Pads Waist Trainer Corset Shapewear Tummy Control  Shaper   Lifter Booties Enhancer Thigh Trimmer,"₦ 30,347"
Push Up Bra Girdle Backless Body Shaper,"₦ 25,000"
High Waist Tummy Control  Stomach Hip Pad Firm Control Shapewear Body Shaper  Lifters Bodysuit Booty  Enhancer,"₦ 21,212 - ₦ 29,406"
Seamless Plus Size Shapewear Body Magic Bodywear Sculpting Bodysuits,"₦ 12,999"
Oil Painting Girdle Slim Waist-Blue,"₦ 26,988"
Xtreme Power Belt Waist Trainer Blue,"₦ 7,500"
High Waist Without Trace Cross Postpartum Flat Belly Pants Hip  Pants Women Slim Waist Body Shaping Tight Underwear,"₦ 16,643 - ₦ 22,958"
Universal Slimming Exercise Girdle Postnatal Belly Belt,"₦ 6,620"
Vibroaction Electric Vibrating Slimming Belt Vibroaction Body Shaper,"₦ 14,999"
Cotton Women Shape Wear Black Tight,"₦ 5,000"
Women Latex Rubber Waist Training Cincher Underbu Orange-xxx,"₦ 26,242"
Women High Stretch Seamfree Control  S Net Cloth Splicing Mesh Body Shaping Smooth Slip Short,"₦ 12,999"
Oil Painting Girdle Slim Waist-Apricot,"₦ 26,988"
Black Body Shapewear Underburst Corset Butt Lifter Tummy Control Panties Zipper,"₦ 18,000"
Seamless Abdominal Body Suit Corset Belly Lifting Pants Shapewear Split Set,"₦ 14,999"
Women Steel Bones Slimming Corset Waist Shaper- Black,"₦ 13,150"
Honeycomb Tummy Tight Pants-Pink,"₦ 25,652"
Women Hot Neoprene Body Shaper Slimming Waist Traine Red XXL,"₦ 5,695"
High-end Exquisite Waist Belt Buckle Strap,"₦ 7,580"
Seamless High-waisted Shapewear,"₦ 8,183"
Threaded Sexy Large Size Panties-Bean Paste,"₦ 25,563"
Japanese Threaded Mid-waist Sexy Panties-Purple,"₦ 25,563"
Ice Silk Ultra-thin Plus Size Underwear-Black,"₦ 25,563"
Women Latex Rubber Waist Training Cincher Underbu Purple-xxx,"₦ 28,077"
Siamese Corset Underwear,"₦ 13,597"
