Item,Price
Flip Flop Flat Sexy Suede Ladies Sandals-Black,"₦ 6,000"
Trendy Ladies Women Transparent Heel Slippers,"₦ 6,500"
Female Transparent Slippers- Nude,"₦ 7,300"
ALagzi 2022 Ladies Classic Fashion Casual Shoes Horseshoe Shoes - White,"₦ 7,999"
Ladies Casual Soft Sandals Flats,"₦ 4,800"
2022 Ladies Classic Fashion Casual Shoes - Khaki,"₦ 7,999"
Women's Shoes Frosted Mid Heels Classic Buckle Block Heel Sandals,"₦ 6,990 - ₦ 7,990"
Women's Shoes Sandals Beach Shoes Summer Casual Shoes Fashion Vacation Owl Flat Sandals,"₦ 4,888"
Women's Sandals High-Heeled Wedges Shoes,"₦ 6,990"
Classic Low Block Heel Buckle Ladies Sandals Women Shoes-Black,"₦ 5,999"
Casual Sandals,"₦ 6,479 - ₦ 7,775"
Women Flat Sandals & Flip-Flops,"₦ 3,545"
2022 Ladies Classic Fashion Horseshoe Shoes - Brown,"₦ 7,999"
Summer Sandals Roman Women's Fashion Bag,"₦ 6,999"
Unisex Casual Sports Thickened Soft-soled Running Shoes Black,"₦ 3,499"
Wedge Lace Women Sandals Flower Printed,"₦ 6,300"
Casual Female Brown Leather Sandal,"₦ 5,200"
Women's Sandals Velvet Flock Fish Mouth Fashion High Heel Platform,"₦ 7,900"
Pvc Transparent Sandals,"₦ 5,608"
New Classic Women Mid Heel Buckle Sandals -Black,"₦ 5,999"
Women's Fashion Casual Sandals - Purple,"₦ 3,980"
Flip Flop Flat Sexy Suede Ladies Sandals-White,"₦ 6,700"
Contrast Striped Ladies Flat Slippers,"₦ 4,760"
Curly Ladies  Fashionable Flat Sandals,"₦ 6,000"
Summer Soft Women's Slippers,"₦ 4,500 - ₦ 4,700"
Women's Fashion Casual Sandals - Blue,"₦ 3,980"
Ladies Strapped Wrap Met Sandals - Rose Gold,"₦ 4,499"
Lovely Woman Casual Sandal,"₦ 5,150"
Golden Classic Heel Sandals,"₦ 14,000"
Low Heel Women Sandals,"₦ 5,999"
Women Smart Sandals -Black,"₦ 14,000"
Fang Kenneth Ladies Gorgeous Sandals--Silver,"₦ 13,500"
2022 Ladies Classic Fashion Casual Shoes Sandals - Black,"₦ 5,499"
Women's Casual Sandals Low Heel Shoes - Gold,"₦ 5,900"
Elegant Ladies Heel Sandals-Black,"₦ 15,500"
Trendy Unique Ladies Flat Sandal - Silver,"₦ 5,299"
Ladies Classy Sandals With Lace - BLUE,"₦ 3,500"
Women's Fashion Casual Sandals - Black,"₦ 4,864"
