Item,Price
4 In 1 Sexy Ladies Bum Shorts,"₦ 9,000"
Girdle Shaper Women's Zipper Waist Trimmer,"₦ 3,999"
Women's Waist Shapewear Sauna Sweat Panties - Black Blue,"₦ 8,888"
Ladies Sexy Panties Set Of 6pcs.,"₦ 4,999"
Slimming Waist Trainers Flowered Corset Shapewear + V-string Pant,"₦ 5,800"
Women Ladies Padded Buttock Lifter Tummy Control  Thigh Slimmer Panty,"₦ 15,000"
Beautiful Ladies Strech Panties Set Of 3,"₦ 4,000"
Luxury Seamless Shapewear Bodysuit,"₦ 11,000"
4 In 1 Sexy Ladies Sexy BumShorts,"₦ 8,999 - ₦ 9,500"
Freya Wild Black Zebra Brief,"₦ 5,000"
Ladies Condom/seamless  Pants  Medium 6pcs,"₦ 4,500"
Butt Lifter And Tummy Control Shaper,"₦ 5,500"
Universal Slimming Exercise Girdle Postnatal Belly Belt,"₦ 5,240"
Women Ladies  Corrective Padded Underwear Shape Butt Lifters Body Shaper Panty Panties,"₦ 11,999"
High Waist Underwear Women Postnatal Care Cotton Shapewear Girl Buttocks Panties,"₦ 2,800"
Women's Cotton Panties Soft Underwear Girl Breathable Briefs,"₦ 2,000"
Sexy Night Robe,"₦ 4,000"
"Hot Fashion Pyjamas Women Sleepwear Sexy Ladies, 3 Piece","₦ 10,900"
Women Body Shaper Shape Wear Waist Training Trainer Fitness Lose Weight Corset,"₦ 8,999"
Seamless Tummy Girdle Pant-black,"₦ 7,000"
Sauna Sweat Neoprene Double Control Belly Belt Waist Trainer,"₦ 5,999"
Women's High Waist Shapewear Panties-Khaki,"₦ 5,576"
A4 Fashion Ladies High Waist Sexy Padded Sexy Bum Bum Women Tight Black XXL,"₦ 7,000"
Underwear + Cotton Tight Black / Red,"₦ 4,000"
Tummy And Waist Zipper Breasted Tummy Control Waist Trainers,"₦ 3,800"
Tummy And Waist Trimmer Control Waist Trainers,"₦ 3,800"
Female Hip Shaping Underwear Shaping High Waist Shaping Underwear Sexy Underwear,"₦ 13,699"
Women Night Wear Sleepwear Pyjamas Camisole  - Blue,"₦ 3,800"
Tummy Control Ladies Tight,"₦ 7,000"
