Item,Price
Phone Holder Stand 360 Degree Flexible Clip For Phone And Tablets,"₦ 5,999"
Selfie Rechargeable Phone Selfie Ring Light For Makeup/vlog,"₦ 3,500"
Phone Ring Holder Alloy Phone Stand 360°Rotatable Foldable,"₦ 2,718"
Ring Buckle Multifunction Cell Phone Holder,₦ 810
PopSockets Palm Tree Pattern Retractable Phone Holder,"₦ 1,760"
CPS-011 Universal Phone Grip Loop & Stand Holder,"₦ 1,710"
GPS-018 Finger Ring Phone Holder Sling Grip Anti-slip Stand,"₦ 2,380"
Mini Tripod Stand Steadicam Curve With Straight Clip,"₦ 4,020"
Universal 360 Degree Rotation Bear Style Phone Holder,"₦ 1,380"
8x Zoom Telescope Telephoto Camera Lens With Smile Clip For Smartphone(silver),"₦ 4,620"
Horizontal Vertical Shooting Phone Clamp Holder,"₦ 2,760"
2.4ghz Wireless Music Headphone With Control Volume,"₦ 16,360"
"R-JUST PB03 Lifting / Angle Adjustable Multi-function Headset / Tablet / Mobile Phone Holder, Suitable For Devices Under 12.9 Inch","₦ 18,390"
Multi-function Phone Gimbals Lazy Bracket Holder,"₦ 6,420"
PULUZ Selfie Sticks Tripod Mount Phone Clamp,"₦ 1,500"
Rotating Flexible Phone Holder Universal,"₦ 8,129"
Safety Hammer Type QC3.0 USB + USB-C / Type-C Car Charger,"₦ 3,730"
PD 20W USB-C / Type-C + QC 3.0 USB Mini Car Charger,"₦ 4,290"
Live Streaming Ring Light With Cell Phone Holder,"₦ 9,000"
Front Housing LCD Frame Bezel Plate Replacement For Microsoft Lumia 535,"₦ 2,800"
Car Infrared Sensor Mobile Phone QI Wireless Charging Stand,"₦ 58,520"
PD 45W USB + Type-C / USB-C Mini Car Charger,"₦ 11,680"
F30 Mobile Phone Portable Screen Magnifier,"₦ 16,840"
Remax RM-C50 Car Mobile Phone Holder,"₦ 9,890"
Multifunctional Flexible Long Arm Lazy Clamp Bracket,"₦ 8,760"
Car Mount Phone Holder Creatives Interior Accessories,"₦ 7,198"
