Item,Price
Portable  Hammer  Multi-Function Stainless Steel Pliers Emergency,"₦ 16,025"
Multi-function Axe Portable Vehicle Tool Camping,"₦ 7,990"
Multitool Hammer Stainless Steel Outdoor For Mens Gift Camping Hunting,"₦ 14,874"
Leather Axe Hatchet  Cover Axe Head Sheath Case Belt,"₦ 6,199"
All In One Multitool Hammer Cool Gadgets Stainless Steel For Hiking,"₦ 15,185"
"Kitchen Chef Professional Colorful Kitchen Knives Set Of 6 Pieces, Non-Stick Blades With High Carbon Stainless Steel, Sharp Kitchen Cutting Knives Set, Chef Kitchen Knives","₦ 9,999"
"Portable Folding Tool Multitool Camping Tool,  Claw Hammer For","₦ 23,620"
Multi Tool Pen Christmas Gifts Gadgets For Carpenter Workers,"₦ 8,868"
Multifunctional Hammer Portable Folding Multi-purpose Outdoor Survival,"₦ 15,481"
"Folding Tool Multitool Camping Tool,  Claw Hammer For Emergencies","₦ 25,472"
Stainless Steel Hand Pocket Chain Wire Saws Portable,"₦ 1,731"
Alloy Steel Pocket Wire  Emergency Camping Hunting Survival,"₦ 6,945"
Portable  Pen Outdoor Hiking Emergency Pocket Refills Silver,"₦ 9,110"
Portable Multitool  Screwdriver Camping Hiking Fishing Hunting,"₦ 12,994"
9-In-1 Multitool Hammer Emergency Survival Tools Gadgets For Boyfriend,"₦ 12,857"
9-In-1 Multitool Hammer Emergency Survival Tools Gadgets For Father,"₦ 13,308"
Waterproof Pocket Toothpick Holder  Case Mini  Tablet,"₦ 2,794"
New Stainless Steel    Erfly Training    Erfly   Game   Dull Tool No Edge Folding Outdoor Tool-Black,"₦ 3,600"
Multifunctional Pen Birthdays Gifts Gadgets Creative For Boyfriend,"₦ 7,966"
Multitool Pen Bottle Opener Screwdriver Touchscreen Stylus With LED,"₦ 8,823"
"Keychain Nail , Nail Pocket  Tool, Stainless Steel","₦ 2,182"
7Pieces Knife Set With Wooden Stand,"₦ 7,999"
LEATHERMAN FREE P2 Multitool With Magnetic Locking One Size,"₦ 166,983"
Naturehike Outdoor Travel High Elasticity Sleeping Bag,"₦ 9,515"
"Portable Folding  Tool Multi Functional Tools,  Hammer","₦ 22,018"
Retro Portable  Pen Hanging Ring Outdoor Pocket Silver,"₦ 16,278"
Hunting Tool Carbon Scraper Pocket Multi-tool Portable,"₦ 7,025"
Outdoor Survival Pocket Shovel Planting Spade Black  Green,"₦ 3,587"
9 In 1 Multitool Pen With LED Light Ruler Levelgauge For Father,"₦ 9,608"
7PCS/Set Mini Aluminum Alloy Whistle Keyring Keychain,"₦ 2,231"
All In One Multitool Hammer Emergency Survival Tools Gadgets For,"₦ 13,308"
20 In 1 Multi Tool Portable Snowflake Key Chain Screwdriver Black,"₦ 1,078"
18-in-1 Portable Outdoor Snowflake Multi-Tool Keychain Pocket Black,"₦ 1,337"
Victorinox Swiss Waiter Pocket,"₦ 57,699"
Retro Stainless Steel  Pen Outdoor Ballpoint Sign Pen Silver,"₦ 9,374"
Victorinox Pioneer X Alox Swiss Pocket 93 Mm 9,"₦ 101,637"
All In One Multitool Hammer Cool Gadgets Outdoor For Hunting Hiking,"₦ 13,308"
8 Pieces Kitchen Knife Set,"₦ 10,000"
Leather Axe Head Sheath/axe Case/ Protect Cover,"₦ 6,621"
