Item,Price
N002 Fashion 2 In 1 Women Vintage Earrings And Necklace Set-Gold,"₦ 1,192"
N012 Ladies Luxurious Diamond Angel Wings Necklace-Gold,"₦ 1,720"
Best Friends Love Heart Couple Necklace. Jewelry 2,₦ 890
Women Bead Chain Sequins Strip Multi Layer Necklace - Silver,₦ 900
Butterfly Link Necklace With 5 Pendant 2new,₦ 999
Double Layer Butterfly Necklaces Chokers - Gold,₦ 449
N001 Fashion Women Vintage Geometry Sequins Strip Multi-Layer Necklace-Gold,₦ 558
Queen Letter Pendant Necklace Gold 2,₦ 890
Women's Diamond Pendant Necklace,"₦ 1,650"
"Couple Necklace Heart Studded Pendant, 2 In 1,  Silver & Gold","₦ 2,900"
Multi Layer Coin Tassels Bar Necklace For Women,₦ 999
Double Layer Butterfly Pendant Clavicle Chain-Silver,₦ 371
5 Circles Gold Plated Necklace Earrings Jewelry Sets,"₦ 3,499"
Women Unique Silver Pendant Diamond Necklace,"₦ 1,999"
2Pcs 1314 520 Heart Key Lock Jigsaw Pendant Couple Love Necklace Valentines Gift-Dual Color,"₦ 1,201"
"2pcs I Love You Forever&Always ""Couple Pendants Necklace For Lovers Valentines B","₦ 1,249"
Cuban Link Chain With Cross Pendant,"₦ 2,700"
Women's Two-layer Metal Pendant Chain Necklace 2,₦ 989
Iced Out Cuban Link Choker With Clown Pendant- Silver,"₦ 5,480"
Cute Retro Butterfly Pendant Necklace Simple,₦ 520
Crystal Pendant Clavicle Necklace,"₦ 1,399"
Iced Out Cuban Link Choker With Clown Pendant Silver,"₦ 5,500"
Ladies Silver Vintage Butterfly Necklace,"₦ 2,849"
Yin Yang Couple Pendant Necklace - Black/White,"₦ 3,000"
Iced Out Cuban Link Chain,"₦ 4,999"
Best Friends Love Heart Couple Necklace. Jewelry,₦ 682
Tiny Steel And Shinny Women Bead Flower Design Chain Gift Idea,"₦ 1,999"
Colorful Rice Waist Beads For Ladies Single Layer,"₦ 1,609"
Women Vintage Multi-layer Jewelry Moon Necklace-SILVER,"₦ 1,100"
Women Gothic Heart Rhinestone Pendant Velvet Choker-Black,₦ 581
Women's Sexy Star Moon Double-Layer Vertical Drop Bar-Silver,₦ 762
Two Chain With Love Pendant Gold,"₦ 3,800"
Crystal Drop Earrings+Necklace+Pendant Jewelry Set - Purple,"₦ 2,000"
Gold Butterfly Link Necklace 5 Pendants,"₦ 1,100"
Women's Collarbone Chain Hollow Five-pointed Star Pendant With Diamonds-Rhodium,₦ 773
Simple Tiny Diamond Female Silver Necklace,"₦ 1,200"
Ladies Necklace- Gold,"₦ 1,000"
1 Pair Couple Necklace Heart Shape Pendant Fashionable Unisex Lover Matching Necklace Jewelry For Party,₦ 956
2 I Love You Lovers Couple Necklace Chain Valentine Day Best Friend Hearts Gift,"₦ 2,849"
Cuban Link Chain With Pendant Gold,"₦ 2,199"
