Item,Price
Classic Clear Frame Glass - For Ladies  With Zipper Black Hard Case,"₦ 8,000"
Retro Box Frame Anti-blue Light Glasses,"₦ 3,000"
Classic Designer Glasses - For Ladies  With Free Zipper Black Case,"₦ 6,500"
Classic Designer Sunshade - For Ladies  With Free Zipper Black Case,"₦ 6,500"
Classic Colorful Frame Glasses - For Ladies And With Free Zipper Black Hard Case,"₦ 7,999"
Unisex Sunglasses Protection Case Eyelashes Design – Greyish,"₦ 2,100"
Classic Frame Glass - For Ladies  With Zipper Black Hard Case,"₦ 7,500"
Classic Designer Sunshade - For Ladies  With Free Zipper Black Hard Case,"₦ 7,500"
Classic Men's GLASSES With Case,"₦ 4,000"
Unisex Sunglasses Protection Case Portable Bat Design,"₦ 1,900"
Stylish Fashion Ladies Sunshade Sunglass,"₦ 10,800"
Classic Designer Sunshade - For Ladies With Free Zipper Black Case,"₦ 7,400"
Classic Designer Sunshade - For Ladies And With Free Zipper Black Hard Case,"₦ 7,500"
Classic Designer Sunshade - For Ladies  With Zipper Black Hard Case,"₦ 6,700"
Classic Men Designer Fashion Glasses With Free Protective Pouch,"₦ 7,750"
New Square Trendy Polarized Designer Ladies Fashion Sunglasses,"₦ 5,499"
Unique Jean Eyeglasses Hard Case Box - Jeans,"₦ 3,500"
Men Classic Designer Sunglasses -With Closed Protector Pouch,"₦ 8,500"
Bold Classic Ladies Sunshade -,"₦ 6,900"
Classic Stylish Beautiful Sunshade,"₦ 8,000"
Classic Designer Sunglasses For Men With Case,"₦ 7,500"
Classic Stylish Sunshade - For Ladies With Free Zipper Black Case,"₦ 9,000"
Storage Pouch Drawstring Solid Color Glasses Pouch Black,₦ 544
