Item,Price
Smart STOCK  Mixed Black Jeans For Men,"₦ 7,200 - ₦ 7,500"
Men's Twill Jogger Jeans Drop Crotch Hipster Drawstring Denim Pants Vintage Skinny Zip Pockets Jean Trousers,"₦ 7,500 - ₦ 8,200"
3 In 1 Smart STOCK Jeans For Men- Black +Blue + Wash Black,"₦ 13,500 - ₦ 14,500"
Men Jeans Trousers Straight Male,"₦ 6,900"
Trendy Men's Relaxed Slim Fit Stretch Jean,"₦ 6,500 - ₦ 6,999"
Super Stock Jeans For Men - Ash,"₦ 8,000 - ₦ 9,000"
3 In 1 Smart STOCK Jeans For Men- Black + Wash Blue + Wash Black,"₦ 14,000 - ₦ 15,999"
Luxury  STOCK Jeans For Men - Mixed Black,"₦ 6,500"
Best Smart STOCK Jeans For Men - Mixed Black & Mixed Blue,"₦ 10,500"
Trendy Men's Relaxed Straight Fit  Denim Jean-blue,"₦ 7,000 - ₦ 7,500"
2 In 1 High Quality Smart STOCK Jeans For Men - Mixed Black & Mixed Blue,"₦ 14,400 - ₦ 15,400"
3 In 1 Smart STOCK Jeans For Men- Mix Black + Blue + Plain Black,"₦ 19,999 - ₦ 20,999"
"4in1 Smart STOCK Men's Jeans- Black/washed Black, Blue/wash Blue","₦ 17,999"
Quality Stone-Black Jeans For Men,"₦ 7,700 - ₦ 8,500"
Original Non Faded 2 Pcs Smart STOCK Jeans For Men - Mixed Black & Mixed Blue,"₦ 14,700 - ₦ 15,700"
4 In 1 Smart STOCK Jeans For Men- Black + Wash Blue + Wash Black+ Blue,"₦ 18,500 - ₦ 19,600"
Smart STOCK Jeans For Men - Black,"₦ 4,700 - ₦ 5,500"
Quality Straight Blue STOCK JEANS For Men,"₦ 7,899 - ₦ 8,199"
High Quality Stock Jeans- Sky Blue,"₦ 5,900 - ₦ 6,500"
Men's Relaxed Straight Fit  Denim Jean-blue,"₦ 6,800 - ₦ 7,800"
2in1 Fitted Stock Jeans For Men-Black + Blue,"₦ 10,500 - ₦ 11,900"
2 Pcs Smart STOCK Jeans For Men - Mixed Black & Blue,"₦ 10,500 - ₦ 15,000"
2 In 1 Quality STOCK Jeans For Men- Wash Black& WashBlue,"₦ 11,500 - ₦ 11,900"
Axmvp Men's High Quality Denim Casual Long Straight Pants,"₦ 7,500"
Smart STOCK Jeans For Men - Mixed Black,"₦ 7,100 - ₦ 7,400"
Smart STOCK Jeans For Men -Mixed Blue,"₦ 7,150 - ₦ 7,400"
Smart BLACK STOCK Jeans For Men,"₦ 7,900 - ₦ 8,200"
Mens Classic Blue & Black Jeans With Black 100% Leather Belt,"₦ 13,500 - ₦ 14,500"
2 In 1 Quality Smart STOCK Jeans For Men-wash Blue+ash,"₦ 10,500 - ₦ 11,999"
Men's Casual Straight Ripped Large Size New Fashion Denim Trousers-Light Blue,"₦ 13,999"
Classy Straight Quality Stock Jean-Mixed Black,"₦ 6,500"
Lucabuciolli Men's Casual High Quality Comfortable Denim Jeans- Blue,"₦ 15,000"
Unique Men's Stock Jeans,"₦ 9,400 - ₦ 9,999"
